user_id,budget_preference,preferred_area,travel_purpose,amenity_preferences
ca34e73b-9772-4f2d-b86c-74739a9d5f3e,Budget,Mahipalpur,Family,Gym|Pool
b033da63-8c68-421b-af77-c122c153fed4,Luxury,Sector 43,Leisure,Parking|Spa
411810e1-825c-4dfb-9b8e-4810f3a08765,Budget,Dwarka,Family,Breakfast|WiFi
72e012d0-a00e-4428-9e6e-d0db4d4f95a7,Budget,Imt Manesar,Leisure,Parking|Pool|Breakfast
65a5e215-19a8-4693-a00c-9ebf918fb79f,Luxury,Sector 38,Leisure,Breakfast|Gym|Spa
76705e62-2c94-4b09-aad3-1f526dc6528f,Mid-Range,Manesar,Business,Breakfast|Spa|Pool|Parking
7bda1897-3ce9-4b49-af25-be1cab2b00ea,Budget,Loni,Leisure,Parking|WiFi|Spa|Breakfast
22d0faee-c7b8-4666-98b3-6bff70590b8d,Luxury,Sector 53,Family,Spa|Breakfast|Parking
34ecef8c-eba6-4bb3-9060-b472cdd2cdc2,Luxury,Rohini,Leisure,Parking|WiFi
3636779b-bf0d-4265-9b0d-eb8a4f800a0f,Mid-Range,New Industrial Township,Family,Breakfast|Pool|WiFi
e1a8ca14-e844-4b91-bdf5-0dfcabfb49da,Mid-Range,Sector 57,Leisure,Breakfast|WiFi|Pool|Parking
87a46557-8538-45ea-89cd-e09a9c232266,Mid-Range,Other,Family,Gym|WiFi|Parking
04966e9d-b267-4aca-a5ea-5f6321f8c582,Luxury,Other,Leisure,Pool|Gym|WiFi
8eb7018d-ddcd-44b0-ac61-81e5b81ca112,Budget,New Industrial Township,Leisure,Breakfast|Gym|Parking
93ec9aa1-1176-41a2-b349-95979ee16250,Mid-Range,Manesar,Business,Breakfast|Gym|Parking|Pool
9d2cf1de-2b85-4046-9a4b-8aaa74193687,Budget,Sector 38,Leisure,Gym|Spa|Parking|WiFi
91a64f8d-f4c7-479d-b883-6d34fca6d236,Mid-Range,Burari,Leisure,Spa|WiFi|Pool|Parking
86c5bdbf-fb9a-472c-be53-4e2031fa2c5c,Mid-Range,Imt Manesar,Business,Pool|Spa
196b6614-8766-4298-b13a-51764677685f,Budget,Sector 43,Couple,Parking|Pool|Spa|Gym
80dc6d0c-4150-488e-b866-f3b03de1f348,Mid-Range,Manesar,Solo,WiFi|Breakfast
3dc54018-44a7-4196-a681-1908e0e627cb,Budget,Sector 43,Leisure,Gym|Pool
61e2815b-b26b-4d02-967d-01f794f1a64c,Mid-Range,Paharganj,Solo,WiFi|Parking|Spa|Gym
b72c580f-8cba-48b4-8d64-106b61c44bb4,Mid-Range,Sector 38,Business,Parking|Spa|Pool
c7fbdb26-73c6-423a-b3bc-642d4e2745f3,Budget,Sector 53,Family,Gym|Parking|Pool|Breakfast
2e41b5fb-593e-4675-a77f-94383da91235,Budget,New Delhi,Business,Spa|Parking|WiFi
1e453724-8b61-4d7c-8241-ca5d9aad8039,Budget,New Delhi,Leisure,Breakfast|Parking
d7f948e9-cccb-470b-9f96-9a61be107759,Mid-Range,Delhi,Couple,Parking|WiFi|Spa|Pool
cf84944c-298c-4c33-b61a-3974b8662cbc,Mid-Range,Dwarka,Solo,WiFi|Pool
1dc25d94-fbc0-4a52-bbab-a63812f6cea2,Luxury,Karol Bagh,Family,WiFi|Gym|Pool
041537c7-0629-485a-abeb-b815b9185255,Luxury,Chhatarpur,Solo,Gym|Breakfast|Pool
daa9c52c-a818-4d52-8468-ddc49b19e536,Mid-Range,Burari,Solo,Spa|Parking|WiFi|Gym
b583e9dd-5ab3-4c7e-b9c0-2f2e865c6475,Budget,Mahipalpur,Family,Parking|Breakfast
525736f9-6005-4b5f-8c52-dc5beebb8de2,Mid-Range,Loni,Business,Parking|WiFi|Breakfast
b8010e0d-afe1-4027-a49f-130eb03fe2a0,Mid-Range,Dwarka,Couple,Parking|Gym
65a126c8-3a35-4a98-ac76-a50d4f90da95,Mid-Range,Mahipalpur,Couple,Breakfast|Spa
ddf3153f-149f-44d1-97c2-da138dd015e9,Luxury,Loni,Leisure,Gym|WiFi
6eadb203-202b-4559-8946-bb4f03e97bdc,Mid-Range,New Delhi,Leisure,Pool|Parking|WiFi|Breakfast
55c2287a-e9d9-4f87-83bb-911ac4657a7d,Mid-Range,Paharganj,Leisure,Pool|Spa|Gym|WiFi
1e8bb5bf-c231-4228-9bd8-f30892490c7b,Mid-Range,Sector 43,Solo,Gym|Spa|Breakfast|Parking
ed5883f0-b639-44de-9169-ab62246c1f3d,Mid-Range,Gurugram,Couple,WiFi|Spa|Breakfast
6f0e0fa4-7334-45dc-a61b-3fcc0e68a21b,Mid-Range,Delhi,Leisure,Gym|Breakfast
80259426-d3cf-4b31-b56b-6a63a2659eca,Mid-Range,Delhi,Leisure,WiFi|Breakfast|Gym
bed72a28-07a8-4027-8bbf-ba793f4b02ad,Budget,Chhatarpur,Family,Breakfast|Spa|Pool|Gym
32f7e87a-c088-483a-b2db-b721f6a05a50,Mid-Range,Karol Bagh,Family,WiFi|Pool|Parking
c5bd2261-ff97-41a5-bbeb-9707f4f4d3f3,Budget,Rohini,Leisure,Pool|WiFi
0af1107b-4a09-41d8-9480-e5b75be1b60a,Budget,Paharganj,Couple,Pool|Breakfast
ced3a408-9538-4303-95e3-17c95bc30f30,Luxury,Loni,Business,Spa|Pool|Breakfast
a760bd2e-5436-4a32-b46d-1dd6f5e01d07,Budget,Delhi,Couple,Spa|Parking|Breakfast|WiFi
d041431a-db88-43c7-be90-50d8542de246,Luxury,Paschim Vihar,Leisure,Gym|WiFi|Pool
3bcb1f30-e174-405b-81cf-bf039e58daea,Budget,Delhi,Leisure,Spa|Gym
66a67190-9fa5-407b-ac61-696c4bb437c5,Budget,Imt Manesar,Solo,Gym|Breakfast|WiFi
8dcc9b3f-c74e-4abb-ad65-c9df52884d52,Mid-Range,Manesar,Family,Spa|Parking|Gym|Pool
bcf12c8a-5322-4638-a1f7-faa5306e61bd,Luxury,Chhatarpur,Couple,Spa|Gym
da10b899-34dc-4f84-acd1-88995f70b1dc,Mid-Range,Sector 38,Leisure,Breakfast|Gym|Pool|WiFi
8f3106ad-15fe-42ea-9dc2-e0eb57b89ed0,Budget,Dwarka,Business,Gym|Spa
b134b6a1-e2ff-48a1-83ff-2eaa26fdaa43,Budget,Loni,Family,Pool|Spa|Breakfast|Parking
1af23451-feb0-4e96-82d9-a935334f3015,Mid-Range,Sector 43,Business,Parking|Gym
6a492d74-4686-4592-bcf4-313953b5c63b,Mid-Range,Delhi,Family,Breakfast|Pool|Parking|Gym
fd8401ef-0d70-4bc5-9ee8-7622fe1e587b,Mid-Range,Gurugram,Couple,WiFi|Gym|Spa|Parking
dc346e81-4cdc-4433-8e45-384021162828,Mid-Range,Other,Leisure,Pool|Parking|Breakfast
ba0e3106-dc43-4f9f-8d3f-00f693dc5b97,Luxury,Chhatarpur,Family,Parking|Pool
30829bf5-f40b-457a-86c5-89fe7f05416d,Budget,Loni,Leisure,Gym|Breakfast|Parking|Pool
ecbbf13a-d26a-4cf1-8656-77e40c28cc5f,Mid-Range,Imt Manesar,Family,Parking|Spa|Pool
3faee578-3127-4324-b492-e83e53c63717,Mid-Range,Rohini,Family,Gym|Breakfast|Spa|Pool
e9b3621e-7a05-431a-9cff-76b2b87199d9,Budget,New Delhi,Family,Pool|Parking
dece36fe-4865-4a57-8785-393cdb00c453,Mid-Range,Gurugram,Leisure,Breakfast|Parking|WiFi
74f70620-34a1-4166-a393-e1c017706639,Luxury,Sector 38,Business,Breakfast|Gym
54d8e14f-c122-4ab2-a323-e8044ccd3ef3,Luxury,Delhi,Leisure,WiFi|Pool|Parking
b29fbee8-b0b6-4b83-a913-932db256cf7e,Mid-Range,Paharganj,Couple,Parking|WiFi|Gym
1eda1fc9-ec1f-4438-91e0-0e0d7afcd2c6,Budget,Karol Bagh,Family,Gym|Pool
03cecda4-6139-4f4b-a267-5275a0639de2,Mid-Range,Karol Bagh,Solo,Pool|Parking|Spa|Breakfast
13c3bf0b-7c39-455b-af69-f143982417e9,Luxury,Sector 43,Business,Breakfast|Parking|Gym
9dfd85dd-d853-4ffa-9146-7fa2af33e4dc,Luxury,Loni,Family,Parking|Pool|Breakfast
2be6d32d-a9c7-4bb0-bfb6-feddfe94bae4,Budget,Dwarka,Couple,Gym|WiFi
17cdec70-983e-4844-9227-1a1bdf139e99,Mid-Range,New Industrial Township,Business,Parking|WiFi
2e013040-7377-4a41-a1e0-b050fbc473e8,Mid-Range,Burari,Business,Gym|Spa|Breakfast
02cd8ffc-6de4-4740-8dea-9b9ea5454fbf,Budget,Dwarka,Leisure,Pool|Gym|Breakfast|WiFi
7a4335dc-4eb8-4e5c-a09a-0eb6bde7cd6a,Mid-Range,Other,Leisure,WiFi|Spa|Breakfast
61c13efb-3738-4fa5-b53d-a79aa94e68a4,Luxury,Mahipalpur,Solo,Breakfast|Pool|Gym
7a7ec166-b9cd-4903-89dc-a3aaae0f24dc,Mid-Range,Loni,Couple,Gym|WiFi|Breakfast|Pool
a48b4e1a-0b67-48e8-87a5-3fcc4de5a940,Mid-Range,Paharganj,Solo,Gym|Spa|Breakfast|Pool
c354fe00-829a-4e48-9f25-51cd2c0c6865,Budget,Chhatarpur,Leisure,Pool|Breakfast|Parking
3f589b54-ae41-467d-9d40-0084749e3124,Budget,Sector 53,Leisure,WiFi|Spa|Parking|Breakfast
24df5f0b-3adc-4152-98b7-1c96e4a4c01c,Luxury,Manesar,Couple,Parking|Breakfast|WiFi|Spa
db2d30f6-f673-4689-bfb7-8e1da5b10d5c,Mid-Range,Loni,Family,Breakfast|Gym
f0354a24-35d4-4982-bf22-1a3894c548be,Luxury,Sector 38,Family,Breakfast|Spa|Pool|Gym
07f86d75-5b1d-4fb3-9a08-a4161796b0dd,Budget,Manesar,Family,Gym|Parking|Breakfast|WiFi
382d10c6-2788-4e4b-b574-dd7d9d2e3a12,Budget,Sector 53,Leisure,Parking|Breakfast|WiFi|Pool
b8414774-9ef0-4427-95ae-3f9320a9a5d8,Mid-Range,Rohini,Leisure,Parking|Breakfast|Spa|Pool
f5cf4577-13a8-4529-beda-83b94c480c0d,Mid-Range,Rohini,Business,WiFi|Breakfast
71ee1fac-3408-4bbd-82a4-39a7bc52f366,Budget,Mahipalpur,Leisure,Parking|Pool
fc8729f9-92d5-4043-a676-685846368626,Luxury,Karol Bagh,Business,Gym|Spa|Pool
68ce2516-f8ee-48e5-926b-148b95cf1a09,Budget,Paharganj,Leisure,WiFi|Breakfast|Spa|Parking
651edfcc-4430-42ef-bd9c-5186befd50e6,Luxury,New Delhi,Leisure,Spa|Pool|Breakfast
63a38a77-a285-445a-9d3a-cb543001973f,Mid-Range,Imt Manesar,Leisure,Pool|Spa
ea7573c0-128a-4af1-8c36-ded7063c29a5,Mid-Range,Delhi,Solo,Gym|Breakfast|WiFi
f5942d67-360f-49fc-a0c1-386fc1463d8f,Mid-Range,Sector 38,Leisure,Breakfast|Gym|Pool
1de73627-26f9-49b7-ba51-5a65ab47218a,Budget,Imt Manesar,Leisure,Spa|Breakfast|Parking
f5bf1a80-69b7-4dd9-802b-53e0b8d39f96,Budget,Mahipalpur,Business,Gym|Parking|Pool|Spa
45122407-4733-4650-82d2-bb8bfbddf7a7,Luxury,Loni,Family,Parking|WiFi
b1c6d5cf-4dfe-46b4-b16c-65bd1a03de93,Mid-Range,Sector 57,Family,Spa|WiFi|Parking
7ac7a3f1-3380-4976-b08e-1eb7b8f839c1,Budget,Mahipalpur,Business,Breakfast|Spa|Parking
eb872ab1-a119-406f-b7a0-3e1c36810095,Mid-Range,Burari,Family,Gym|WiFi
0c03e811-facf-4934-873c-aa07faaaddfd,Budget,Imt Manesar,Family,Spa|Gym|Parking
2f7ecbcc-0734-4fb0-ad81-f8fb29e82df9,Budget,Loni,Family,Gym|WiFi|Parking
e92b61fc-3670-4c95-a006-321d81f13180,Mid-Range,Karol Bagh,Family,Parking|WiFi|Spa|Gym
2ab0fc2b-0055-4ff8-9df4-f51eb198d6ae,Budget,Shahdara,Leisure,Gym|Breakfast
e6033133-4cb2-4a10-96f9-2321bc7c0a9d,Budget,Sector 57,Leisure,Spa|Pool|WiFi
23ea755a-7457-4725-a0d1-1093d08975c7,Mid-Range,Loni,Business,Breakfast|Pool|Spa|WiFi
f5ba205b-2117-436b-bee2-e4238744efda,Budget,Paharganj,Solo,Gym|Parking
f3b43db0-5c2a-482b-9e39-500e3f8745a2,Mid-Range,Sector 57,Business,Breakfast|Gym|Pool
53aed743-1c5d-4217-a2c2-fdd2f48d8974,Mid-Range,Rohini,Business,WiFi|Breakfast|Parking
7ff32979-1033-4916-bd03-ffe254652729,Mid-Range,Dwarka,Business,Pool|Breakfast
166e934e-0833-4cbe-b689-7c9bb50018b2,Mid-Range,New Industrial Township,Leisure,Spa|Gym|Pool
207dc878-af9a-4a0f-a7ed-1d1d8d18db83,Mid-Range,Karol Bagh,Solo,Breakfast|Pool
96f5067d-aa5f-475b-8780-85cf3a50abd7,Budget,Sector 38,Leisure,Spa|Gym
458dd05d-73c8-4841-8526-2b29e409bee9,Budget,New Industrial Township,Family,Gym|WiFi|Pool|Spa
3337218e-50a7-4c4a-ab59-1d7fe5093062,Mid-Range,Mahipalpur,Leisure,Gym|Breakfast
84d577f0-0d17-49d1-b446-3416a91efd09,Luxury,Loni,Family,WiFi|Pool
23f542fe-1bd2-4578-b8e2-65b6d8b3ab47,Luxury,New Delhi,Leisure,Breakfast|WiFi|Spa|Parking
a9afaae9-2bcd-48e7-a8a0-33304286940d,Mid-Range,Shahdara,Business,Pool|Breakfast|Parking
332f5b91-95fd-4852-91a8-c892da3964ea,Budget,Paschim Vihar,Leisure,Breakfast|WiFi
0c44bd8e-682a-458c-85ec-ae0a0fb6b126,Mid-Range,Sector 57,Solo,Spa|WiFi
194ac56e-faa0-421e-b86a-1b22acdefec3,Mid-Range,Paschim Vihar,Leisure,Breakfast|Spa
c0444842-0038-4486-8083-9225fe221ee9,Mid-Range,New Industrial Township,Leisure,Parking|Gym|Breakfast
cac69531-3fe2-4240-b447-f40b24bc4a35,Budget,Imt Manesar,Leisure,Spa|Gym|Pool
55d09abd-b474-4789-8049-d69742a7d8cf,Budget,Sector 43,Family,Spa|Gym|Parking
f56eb824-35c5-449f-b46c-bde115164e5f,Mid-Range,Delhi,Couple,Pool|Breakfast
1fd762d5-634e-4767-8ce2-5d93f56bb72e,Luxury,Manesar,Business,Parking|Spa
46731728-72bb-464d-8b6f-3f40a54ec265,Mid-Range,Delhi,Leisure,Gym|Breakfast|WiFi|Pool
bcdf37c0-ce2c-47f3-a896-338831cb24ce,Mid-Range,Paschim Vihar,Business,Parking|Pool|Gym
3ad5f581-21d1-4985-9e3b-adaf3310cde5,Budget,Paschim Vihar,Business,Parking|WiFi|Gym
04ae7166-ac17-4e7e-bcba-462b17039d1a,Budget,Karol Bagh,Family,Gym|Breakfast
41c9bb71-ae25-4344-9415-99edf09ba155,Luxury,Delhi,Family,Gym|Breakfast|Parking|Spa
70d28ff3-7464-4ebf-9436-20360ad4be3a,Mid-Range,Mahipalpur,Couple,Pool|Parking|Gym
ae129226-ef92-4c89-8b81-41c4eedb9157,Budget,Paschim Vihar,Solo,Breakfast|Spa|Parking
a4c162b0-24f7-4ce1-84f9-1fe2aad4cf70,Budget,Delhi,Family,Spa|Parking|WiFi|Breakfast
2b966c97-5c0b-4641-9e2f-8d6c4d45b21a,Mid-Range,Gurugram,Couple,Breakfast|Parking
457a6ef6-dccf-4690-8b90-a68c1b23f159,Budget,Sector 57,Family,Parking|WiFi|Breakfast|Pool
34bd8122-1e89-413e-bfe5-a024eb316aa3,Mid-Range,Delhi,Business,Gym|Pool|Spa|Parking
cf301b9f-734f-4ade-91c7-e3d5758a9429,Luxury,Delhi,Business,Parking|Pool|Spa
96285234-7b8b-4271-a004-f2685a6b28f8,Luxury,New Delhi,Business,Pool|Spa|Parking|Gym
5b46bf8b-69dd-42b2-9a1d-733565d4c6ed,Luxury,Burari,Leisure,Pool|Breakfast
dbe3caa2-86aa-4101-8ea9-2559a2ed2a31,Mid-Range,Shahdara,Business,Pool|Gym
795cf852-2ad8-4f0f-8271-d3c308611c9e,Luxury,Gurugram,Leisure,Gym|WiFi|Spa|Breakfast
52fd54c6-74a2-407c-b854-421734934b1c,Budget,Paschim Vihar,Business,Parking|Spa|Gym|WiFi
2f806021-fd6b-4a64-9fdd-14920bd588ac,Budget,Manesar,Solo,Pool|Parking
0506d485-7aee-4f30-ad9a-f8d85fcd7a57,Mid-Range,Sector 57,Leisure,Parking|Gym|Pool
c7565d13-3376-4a53-9caa-6f4112a40654,Luxury,Dwarka,Business,WiFi|Spa
f98d9294-c736-4097-8d96-269805417b0b,Mid-Range,Chhatarpur,Business,Parking|Breakfast|WiFi
dd392445-ef82-4dee-b950-99f40b107932,Mid-Range,Mahipalpur,Couple,Parking|Breakfast
b76dce90-8f4c-4ad5-9c08-2a263df6b7b4,Mid-Range,Sector 43,Business,WiFi|Pool|Gym|Breakfast
4004fe9d-4814-44ec-8e5b-3f30d145c6e9,Budget,Paschim Vihar,Business,Spa|WiFi
c656d157-e4b8-4385-ab05-9cc1b90ecdd1,Budget,Sector 53,Business,Spa|WiFi
6207a0e2-99e7-4206-9936-fe77c15206b6,Budget,Other,Couple,Parking|Breakfast
f5b0e28f-2141-4b36-8dbf-094149fab893,Mid-Range,Dwarka,Business,Spa|Parking|Gym
97c3bf4b-8f18-4558-9858-b91b720889e6,Luxury,Loni,Leisure,Parking|Spa|Pool|Breakfast
a6e59606-7080-4ed7-870e-f90460f574cb,Budget,Paharganj,Business,Breakfast|Spa
c921d427-db9d-454b-911c-fe39aea2d108,Luxury,Chhatarpur,Family,WiFi|Gym|Spa|Pool
e3f92629-86d1-4bb9-b1a0-5d51557eb1de,Mid-Range,Shahdara,Business,Parking|Gym|Breakfast|WiFi
9fdca396-f59a-4286-a967-77f531d502f4,Budget,Chhatarpur,Business,Gym|Spa|Breakfast
7b587b1f-d984-4d7f-9b37-a5530cb3fdb0,Luxury,Imt Manesar,Solo,Spa|Pool
3bb5864c-4314-489f-9ead-9c9b84ac9761,Budget,Burari,Leisure,Breakfast|Pool|Spa|Gym
827b5cb7-f20b-458f-b0d2-9644aeb72ee1,Budget,New Industrial Township,Leisure,WiFi|Parking
58e945db-c22b-4ca2-b3f7-6b79fa886786,Budget,Manesar,Family,WiFi|Gym|Breakfast|Parking
3830deb9-ec37-48eb-9f3f-c6ed3f1424eb,Budget,Sector 43,Business,Breakfast|Gym|Spa
82db62f3-8d93-4579-a1b9-4a9619dd196c,Budget,Burari,Solo,Breakfast|Spa|Gym|Parking
56b7ce40-7c62-4037-8413-8716fb7bf16a,Mid-Range,New Delhi,Business,Parking|Spa|WiFi|Gym
bd124241-ad6a-42e6-a807-775f0dd0ec36,Budget,Mahipalpur,Solo,Parking|Breakfast
c566efe2-5602-4dba-99e2-edc041a57376,Budget,Chhatarpur,Leisure,Spa|Parking|WiFi
871384d1-9ceb-436d-966e-578020471ae2,Mid-Range,Other,Business,Parking|Gym|Spa|WiFi
e38ce0cc-66fe-4cd7-99fd-c44b5c0f64b6,Mid-Range,Paschim Vihar,Business,Pool|Spa|Parking|WiFi
ad2215a1-cb30-4d62-8a05-fe44be1b71b4,Budget,Sector 43,Business,Breakfast|Gym|WiFi
d269043f-0de5-4682-af3a-13873afc6541,Budget,Karol Bagh,Family,Gym|Parking|Pool|WiFi
1f983e55-ad30-4248-9ccf-8bcbbd2ccf44,Luxury,Burari,Family,Breakfast|Gym
b0ce4d12-f46b-4008-a353-40591ea16842,Mid-Range,Mahipalpur,Leisure,Spa|Breakfast|WiFi|Pool
ea6c87e7-9ff3-499e-9b43-76920c142059,Budget,Loni,Business,Gym|Breakfast
ff77ecd5-50c5-42b0-966e-919c224a968e,Mid-Range,Paharganj,Leisure,Spa|Parking|WiFi
b93e07fb-a19b-4087-bac1-8342e93cc635,Mid-Range,Mahipalpur,Business,Gym|Pool|Spa|Breakfast
e23adfcb-b9c6-4a73-ab24-97ecfe075703,Budget,Paschim Vihar,Business,Gym|Breakfast
87654aea-2c11-4e30-8a1c-342ae24b516e,Budget,Burari,Business,Spa|Breakfast|Parking|Pool
f82ae96a-354e-41a6-887d-fcf4aff4fc7a,Mid-Range,Loni,Leisure,Pool|Breakfast|Gym
57cb4eb3-a6fe-4eb1-941a-bc475839dadd,Mid-Range,Imt Manesar,Leisure,Breakfast|Gym
552290b2-6fea-45a3-b6da-3cd890db5705,Mid-Range,Karol Bagh,Family,Spa|Gym|Parking
3863a866-2dd2-4fb7-a145-62b1b8d138ce,Budget,Delhi,Leisure,Parking|Gym|Pool
8985c615-e0d8-4321-a745-c708e1781a52,Mid-Range,Sector 43,Couple,WiFi|Spa
1c6dcd4b-cc03-447b-ac05-5791b9d9dec8,Mid-Range,Shahdara,Couple,WiFi|Gym|Spa
a9c038a2-f7bf-4920-b650-58303b6587ef,Mid-Range,New Delhi,Leisure,WiFi|Pool|Breakfast
f8eda1ac-1d75-4fc0-a655-b54438376776,Mid-Range,Loni,Family,Breakfast|WiFi
12f2ea25-114a-4349-990c-8c92fa22a883,Budget,Rohini,Leisure,Pool|Breakfast
d38383b2-9bec-4ca0-ab7b-b613abd919aa,Budget,New Delhi,Leisure,Pool|WiFi|Breakfast|Spa
ef4dcdbf-6279-4377-ab12-d0440da5ee73,Mid-Range,Paschim Vihar,Leisure,Gym|Pool
a9009728-6e3d-4a89-ae8d-049611a27506,Mid-Range,New Delhi,Business,Breakfast|Parking
5fa34112-2c97-41af-ad57-7fed282faa2f,Budget,Paschim Vihar,Business,WiFi|Parking|Spa|Gym
784b7665-0fb3-4ba9-a25c-7176edbf53d6,Budget,Paschim Vihar,Couple,Pool|WiFi
f5751e88-b910-41e6-befa-1b4d1dcac279,Budget,Paharganj,Couple,Breakfast|Parking|Pool|Spa
4f280e39-14d2-4182-9d9c-a4e9e5403e4a,Budget,Karol Bagh,Solo,Breakfast|Spa|Parking|WiFi
9b766003-893a-4691-9682-9d5691b3dd9b,Budget,Sector 57,Business,Parking|WiFi|Breakfast
9cd5aa8f-a809-42ae-ac19-600bb6c0457a,Budget,Burari,Business,Breakfast|Spa|WiFi
c0111cd9-b6cc-44a8-8933-5efa78d66b8f,Luxury,Manesar,Solo,WiFi|Breakfast|Parking
8d8756a8-e1c8-4ed0-b1c3-c1c5b674b319,Budget,Imt Manesar,Business,WiFi|Pool|Spa
4f301727-b9d1-44c4-b444-5ff5ff210e99,Luxury,Chhatarpur,Business,Spa|Parking
fe7da8b0-1239-46b7-a2ad-4ab3770ed4a5,Budget,Gurugram,Couple,Parking|Spa|WiFi
9676e8bc-632c-4b7e-b2c5-d428de34d430,Budget,Paschim Vihar,Family,Pool|Gym|WiFi
ced5fcde-054c-4083-a4b6-088c20e253a8,Luxury,Rohini,Couple,Parking|WiFi
bae66e6b-de0a-41e7-979a-5d2e564dd878,Mid-Range,Loni,Family,Breakfast|Gym|Pool
198493ce-66fd-4baa-8ff4-cc9c725d4a5c,Luxury,Dwarka,Business,Breakfast|Pool
5f6a9512-7f91-4787-bffd-78ece886fd34,Mid-Range,Shahdara,Business,Breakfast|Pool|Parking|Gym
a857b624-aa6d-4d23-848e-0854feca3530,Budget,Karol Bagh,Business,WiFi|Parking|Gym
87f0ecc7-85fa-4c57-b1e6-16df2328398b,Budget,Manesar,Couple,Gym|Spa|WiFi
4929c355-de1e-42a4-bdd3-99932b90afa8,Mid-Range,Manesar,Leisure,Gym|Parking|WiFi|Pool
36d4fdc6-1585-4b14-aecf-d1ff7ac61b44,Mid-Range,Chhatarpur,Couple,Gym|WiFi
a649b0db-a1ba-42fa-b5e2-a45ef8a2a956,Mid-Range,Sector 53,Business,Parking|Gym|Spa|Pool
b7c995c0-1473-46e8-a67a-6ff45480c56a,Budget,Paschim Vihar,Business,Spa|Parking
bfbc632e-78c4-4bef-aa8c-bbeb4c7dea77,Budget,Gurugram,Leisure,WiFi|Gym|Breakfast|Pool
228552c7-e5f7-4555-b938-51307f8a312a,Budget,Chhatarpur,Business,Gym|Spa|Pool|Breakfast
2314dc04-c3fa-470b-b2dd-93e93147478f,Mid-Range,Sector 38,Leisure,Pool|Spa
80a19fee-6296-489b-915e-53a73244dbcd,Budget,Rohini,Leisure,Spa|Pool|Breakfast
c1befcaf-2694-481b-959f-5f8924d0ac4d,Budget,Sector 53,Leisure,Spa|Parking
78fcf018-9183-41d7-9688-fc52b282a563,Budget,Shahdara,Business,Gym|Breakfast|Spa
c5e474f7-3636-4849-b3d3-8cf799e0aae0,Mid-Range,Sector 43,Couple,Breakfast|Parking
2943ff2a-fc27-491d-8ed6-90d205463a5a,Mid-Range,Delhi,Leisure,Pool|WiFi|Spa|Breakfast
db8bc94a-d032-4e3e-99f0-bcf22db8c318,Budget,Imt Manesar,Couple,Pool|WiFi
4416fb8d-fcc4-498f-b012-b08184a46cfa,Budget,Sector 57,Couple,Gym|Spa
4ca45bec-c980-4b8d-9812-94fb8dba507b,Budget,Paharganj,Leisure,Gym|Parking|Breakfast
c58e514a-380d-41f2-aabe-9ee231bf0f93,Budget,Sector 43,Leisure,Pool|Gym
f2a55090-b341-462c-8806-6dc06465e2fd,Budget,Burari,Family,Parking|Pool
629db136-afe1-42cc-9ccd-e2e1686202c0,Budget,Rohini,Family,Pool|Breakfast|Gym|WiFi
6227d18c-fffd-46af-a805-564f69455b2c,Mid-Range,Sector 57,Business,Gym|Spa|Pool
bafbed3a-9266-4384-bc0e-0553b4a41863,Luxury,Paharganj,Family,Pool|Parking
b8da929e-e242-4a81-9eba-b2c59e708a5f,Budget,Shahdara,Leisure,Pool|Breakfast|Gym|Parking
9f6c3dd8-287c-4a9f-a258-df6ad493e4cb,Luxury,Mahipalpur,Couple,Breakfast|Pool
8f1762e4-4214-4379-8b31-5171b9c49e7d,Budget,Sector 38,Business,Breakfast|Parking
c1c69497-1c9c-4d55-8049-d2b1b3019f84,Mid-Range,Delhi,Family,Parking|Pool
ffe87a26-8a7d-4231-a018-6400ae34b580,Budget,Sector 38,Family,Gym|Breakfast|Pool
26d12fe2-c931-449f-8654-151a37bd3dc4,Mid-Range,Rohini,Couple,WiFi|Gym|Parking|Spa
2de69606-dab0-4c83-b42d-ba0269477c0d,Budget,Dwarka,Leisure,WiFi|Gym|Breakfast|Spa
11ce6edf-4ec6-48ca-8f2e-b10a9fbd4a97,Mid-Range,Dwarka,Family,WiFi|Spa|Parking|Pool
f8576180-4ffb-43bf-a615-44c075fbfd6d,Luxury,Paharganj,Leisure,Spa|Gym
e72002e4-0218-40b9-b21d-0dd84a69862b,Budget,Mahipalpur,Leisure,Breakfast|Gym
1590db0b-2f36-402e-8d93-9ceb95e69be9,Luxury,Mahipalpur,Leisure,Spa|Gym|WiFi|Parking
b8c8a580-1cc5-43ed-babf-623cb3486479,Mid-Range,Paschim Vihar,Business,Breakfast|WiFi
9478040a-4e3f-4768-a40c-36a0b942c354,Luxury,Mahipalpur,Solo,Breakfast|Parking
11f5ae1b-7c55-4fd6-8758-e9b2c00a5e9f,Mid-Range,Sector 38,Solo,Spa|WiFi|Gym|Breakfast
e307df0d-5ec2-4ca9-983a-6b3409902228,Mid-Range,Karol Bagh,Leisure,Parking|Gym
57b4f186-e139-405c-9892-4401b942c8af,Mid-Range,Sector 38,Couple,Pool|Spa|Breakfast|Gym
1287d6a8-9a66-49d2-8893-e1407c8790e6,Mid-Range,Sector 38,Business,Gym|WiFi
59a13ea8-1610-44e7-9a0a-5b44b0b5cc1d,Luxury,Delhi,Couple,Gym|Breakfast|WiFi
b96885b7-191c-4542-91ca-a1aa4fdf102c,Mid-Range,Gurugram,Business,Spa|Gym
b3c28637-c7eb-4de6-8f99-93e9acfc761e,Budget,Delhi,Family,Breakfast|WiFi
